fecha	IRAG_GEN_Ocupadas	IRAG_GEN_Disponibles	IRAG_GEN_Total	IRAG_VENT_Ocupadas	IRAG_VENT_Disponibles	IRAG_VENT_Total	estado
2020-06-28	177	371	548	28	53	81	Campeche
2020-06-29	191	352	543	28	56	84	Campeche
2020-06-30	197	358	555	29	54	83	Campeche
2020-07-01	201	342	543	35	49	84	Campeche
2020-07-02	221	446	667	32	72	104	Campeche
2020-07-03	215	392	607	32	108	140	Campeche
2020-07-04	230	405	635	32	107	139	Campeche
2020-07-05	240	419	659	34	109	143	Campeche
2020-07-06	246	383	629	31	134	165	Campeche
2020-07-07	238	396	634	32	110	142	Campeche
2020-07-08	261	458	719	31	111	142	Campeche
2020-07-09	261	439	700	31	109	140	Campeche
2020-07-10	250	457	707	29	112	141	Campeche
2020-07-11	214	432	646	20	114	134	Campeche
2020-07-12	247	454	701	29	111	140	Campeche
2020-07-13	240	456	696	25	108	133	Campeche
2020-07-14	254	440	694	31	108	139	Campeche
2020-07-15	254	434	688	36	101	137	Campeche
2020-07-16	245	395	640	29	101	130	Campeche
2020-07-17	262	427	689	26	108	134	Campeche
2020-07-18	271	415	686	29	109	138	Campeche
2020-07-19	255	431	686	22	112	134	Campeche
2020-07-20	249	424	673	27	109	136	Campeche
2020-07-21	254	389	643	25	111	136	Campeche
2020-07-22	241	410	651	24	112	136	Campeche
2020-07-23	243	414	657	26	109	135	Campeche
2020-07-24	224	463	687	31	106	137	Campeche
2020-07-25	256	442	698	33	107	140	Campeche
2020-07-26	214	458	672	32	106	138	Campeche
2020-07-27	212	438	650	24	111	135	Campeche
2020-07-28	232	451	683	21	116	137	Campeche
2020-07-29	216	476	692	21	117	138	Campeche
2020-07-30	241	439	680	28	110	138	Campeche
2020-07-31	229	461	690	27	110	137	Campeche
2020-08-01	210	456	666	22	112	134	Campeche
2020-08-02	208	500	708	21	113	134	Campeche
2020-08-03	200	420	620	21	113	134	Campeche
2020-08-04	198	496	694	23	115	138	Campeche
2020-08-05	187	509	696	21	118	139	Campeche
2020-08-06	166	540	706	19	119	138	Campeche
2020-08-07	149	553	702	19	119	138	Campeche
2020-08-08	148	540	688	18	120	138	Campeche
2020-08-09	140	544	684	21	117	138	Campeche
2020-08-10	143	549	692	23	114	137	Campeche
2020-08-11	140	520	660	23	114	137	Campeche
2020-08-12	135	533	668	23	115	138	Campeche
2020-08-13	134	489	623	16	81	97	Campeche
2020-08-14	138	513	651	17	121	138	Campeche
2020-08-15	122	523	645	19	118	137	Campeche
2020-08-16	115	543	658	17	121	138	Campeche
2020-08-17	125	552	677	16	123	139	Campeche
2020-08-18	123	550	673	17	122	139	Campeche
2020-08-19	126	548	674	17	120	137	Campeche
2020-08-20	127	548	675	12	125	137	Campeche
2020-08-21	109	555	664	17	120	137	Campeche
2020-08-22	110	559	669	16	120	136	Campeche
2020-08-23	102	571	673	13	122	135	Campeche
2020-08-24	92	572	664	9	124	133	Campeche
2020-08-25	94	577	671	8	124	132	Campeche
2020-08-26	87	582	669	11	122	133	Campeche
2020-08-27	82	557	639	13	120	133	Campeche
2020-08-28	73	582	655	18	118	136	Campeche
2020-08-29	60	368	428	14	38	52	Campeche
2020-08-30	59	591	650	15	117	132	Campeche
2020-08-31	70	596	666	11	122	133	Campeche
2020-09-01	75	578	653	10	125	135	Campeche
2020-09-02	76	591	667	9	124	133	Campeche
2020-09-03	73	592	665	13	123	136	Campeche
2020-09-04	63	602	665	14	123	137	Campeche
2020-09-05	60	603	663	14	124	138	Campeche
2020-09-06	57	611	668	14	124	138	Campeche
2020-04-07	7	16	23	1	26	27	Chiapas
2020-04-08	5	16	21	1	22	23	Chiapas
2020-04-09	5	35	40	0	16	16	Chiapas
2020-04-10	6	33	39	0	16	16	Chiapas
2020-04-11	4	35	39	1	16	17	Chiapas
2020-04-12	2	38	40	1	16	17	Chiapas
2020-04-13	2	37	39	2	15	17	Chiapas
2020-04-14	3	38	41	1	14	15	Chiapas
2020-04-15	3	38	41	1	13	14	Chiapas
2020-04-16	1	38	39	2	15	17	Chiapas
2020-04-17	5	36	41	2	15	17	Chiapas
2020-04-18	7	35	42	3	12	15	Chiapas
2020-04-19	6	35	41	3	13	16	Chiapas
2020-04-20	6	35	41	3	13	16	Chiapas
2020-04-21	6	82	88	3	102	105	Chiapas
2020-04-22	5	96	101	3	50	53	Chiapas
2020-04-23	6	113	119	3	46	49	Chiapas
2020-04-24	7	115	122	3	46	49	Chiapas
2020-04-25	6	114	120	4	46	50	Chiapas
2020-04-26	7	127	134	4	68	72	Chiapas
2020-04-27	10	126	136	4	68	72	Chiapas
2020-04-28	8	127	135	5	54	59	Chiapas
2020-04-29	14	160	174	7	61	68	Chiapas
2020-04-30	11	157	168	8	57	65	Chiapas
2020-05-01	14	240	254	9	89	98	Chiapas
2020-05-02	20	237	257	9	85	94	Chiapas
2020-05-03	18	212	230	10	67	77	Chiapas
2020-05-04	17	223	240	11	75	86	Chiapas
2020-05-05	36	224	260	12	82	94	Chiapas
2020-05-06	39	219	258	12	75	87	Chiapas
2020-05-07	34	236	270	11	74	85	Chiapas
2020-05-08	42	228	270	19	70	89	Chiapas
2020-05-09	47	222	269	19	69	88	Chiapas
2020-05-10	48	206	254	16	68	84	Chiapas
2020-05-11	45	232	277	15	87	102	Chiapas
2020-05-12	55	251	306	28	79	107	Chiapas
2020-05-13	54	261	315	33	88	121	Chiapas
2020-05-14	40	260	300	22	85	107	Chiapas
2020-05-15	85	272	357	39	83	122	Chiapas
2020-05-16	86	257	343	35	79	114	Chiapas
2020-05-17	65	211	276	26	65	91	Chiapas
2020-05-18	97	250	347	49	64	113	Chiapas
2020-05-19	100	240	340	49	55	104	Chiapas
2020-05-20	110	237	347	49	64	113	Chiapas
2020-05-21	105	232	337	41	48	89	Chiapas
2020-05-22	135	237	372	58	65	123	Chiapas
2020-05-23	139	216	355	64	54	118	Chiapas
2020-05-24	115	237	352	61	58	119	Chiapas
2020-05-25	168	282	450	73	61	134	Chiapas
2020-05-26	168	278	446	76	59	135	Chiapas
2020-05-27	180	207	387	88	64	152	Chiapas
2020-05-28	186	212	398	110	75	185	Chiapas
2020-05-29	213	167	380	104	78	182	Chiapas
2020-05-30	162	154	316	89	70	159	Chiapas
2020-05-31	180	172	352	103	82	185	Chiapas
2020-06-01	198	174	372	94	119	213	Chiapas
2020-06-02	228	183	411	107	103	210	Chiapas
2020-06-03	224	181	405	121	108	229	Chiapas
2020-06-04	248	181	429	115	118	233	Chiapas
2020-06-05	265	190	455	118	128	246	Chiapas
2020-06-06	274	205	479	121	147	268	Chiapas
2020-06-07	282	175	457	105	131	236	Chiapas
2020-06-08	227	348	575	108	174	282	Chiapas
2020-06-09	314	506	820	122	189	311	Chiapas
2020-06-10	288	548	836	118	217	335	Chiapas
2020-06-11	331	522	853	121	200	321	Chiapas
2020-06-12	313	548	861	121	245	366	Chiapas
2020-06-13	273	535	808	127	225	352	Chiapas
2020-06-14	269	534	803	127	217	344	Chiapas
2020-06-15	303	552	855	131	213	344	Chiapas
2020-06-16	324	497	821	122	217	339	Chiapas
2020-06-17	289	503	792	120	218	338	Chiapas
2020-06-18	322	499	821	114	207	321	Chiapas
2020-06-19	289	496	785	112	211	323	Chiapas
2020-06-20	280	499	779	123	204	327	Chiapas
2020-06-21	303	505	808	114	227	341	Chiapas
2020-06-22	295	505	800	123	249	372	Chiapas
2020-06-23	311	474	785	127	216	343	Chiapas
2020-06-24	324	496	820	116	229	345	Chiapas
2020-06-25	318	503	821	122	222	344	Chiapas
2020-06-26	317	493	810	123	228	351	Chiapas
2020-06-27	321	484	805	126	221	347	Chiapas
2020-06-28	348	497	845	125	231	356	Chiapas
2020-06-29	396	504	900	127	229	356	Chiapas
2020-06-30	343	506	849	135	229	364	Chiapas
2020-07-01	343	496	839	131	229	360	Chiapas
2020-07-02	325	516	841	140	225	365	Chiapas
2020-07-03	332	514	846	132	240	372	Chiapas
2020-07-04	342	556	898	113	262	375	Chiapas
2020-07-05	344	607	951	109	352	461	Chiapas
2020-07-06	301	639	940	109	371	480	Chiapas
2020-07-07	297	570	867	110	369	479	Chiapas
2020-07-08	321	583	904	107	293	400	Chiapas
2020-07-09	312	560	872	110	265	375	Chiapas
2020-07-10	316	592	908	103	265	368	Chiapas
2020-07-11	285	538	823	109	271	380	Chiapas
2020-07-12	289	535	824	103	269	372	Chiapas
2020-07-13	267	407	674	97	289	386	Chiapas
2020-07-14	268	409	677	87	295	382	Chiapas
2020-07-15	256	396	652	88	301	389	Chiapas
2020-07-16	203	403	606	75	314	389	Chiapas
2020-07-17	244	423	667	94	311	405	Chiapas
2020-07-18	235	442	677	85	316	401	Chiapas
2020-07-19	215	426	641	87	319	406	Chiapas
2020-07-20	221	420	641	81	314	395	Chiapas
2020-07-21	218	417	635	86	306	392	Chiapas
2020-07-22	212	421	633	91	304	395	Chiapas
2020-07-23	212	424	636	92	306	398	Chiapas
2020-07-24	203	428	631	97	308	405	Chiapas
2020-07-25	188	413	601	102	304	406	Chiapas
2020-07-26	189	392	581	99	313	412	Chiapas
2020-07-27	191	413	604	99	299	398	Chiapas
2020-07-28	186	402	588	95	294	389	Chiapas
2020-07-29	188	409	597	89	294	383	Chiapas
2020-07-30	185	413	598	88	297	385	Chiapas
2020-07-31	182	431	613	91	306	397	Chiapas
2020-08-01	181	406	587	85	296	381	Chiapas
2020-08-02	181	405	586	86	285	371	Chiapas
2020-08-03	172	407	579	96	299	395	Chiapas
2020-08-04	160	373	533	96	307	403	Chiapas
2020-08-05	135	366	501	97	277	374	Chiapas
2020-08-06	138	358	496	83	280	363	Chiapas
2020-08-07	126	362	488	82	271	353	Chiapas
2020-08-08	125	355	480	81	271	352	Chiapas
2020-08-09	119	316	435	78	249	327	Chiapas
2020-08-10	114	331	445	70	271	341	Chiapas
2020-08-11	113	334	447	66	278	344	Chiapas
2020-08-12	103	338	441	71	272	343	Chiapas
2020-08-13	98	340	438	65	278	343	Chiapas
2020-08-14	88	353	441	61	288	349	Chiapas
2020-08-15	93	385	478	61	255	316	Chiapas
2020-08-16	89	384	473	40	260	300	Chiapas
2020-08-17	91	409	500	40	224	264	Chiapas
2020-08-18	73	417	490	41	234	275	Chiapas
2020-08-19	63	416	479	37	235	272	Chiapas
2020-08-20	55	426	481	31	237	268	Chiapas
2020-08-21	55	430	485	30	239	269	Chiapas
2020-08-22	55	429	484	28	239	267	Chiapas
2020-08-23	57	429	486	28	241	269	Chiapas
2020-08-24	55	427	482	34	238	272	Chiapas
2020-08-25	60	412	472	27	223	250	Chiapas
2020-08-26	57	422	479	24	245	269	Chiapas
2020-08-27	61	429	490	23	242	265	Chiapas
2020-08-28	53	433	486	21	229	250	Chiapas
2020-08-29	52	422	474	22	241	263	Chiapas
2020-08-30	45	422	467	26	240	266	Chiapas
2020-08-31	46	427	473	21	238	259	Chiapas
2020-09-01	45	425	470	20	239	259	Chiapas
2020-09-02	38	434	472	18	241	259	Chiapas
2020-09-03	41	436	477	13	243	256	Chiapas
2020-09-04	45	430	475	15	247	262	Chiapas
2020-09-05	28	433	461	14	247	261	Chiapas
2020-09-06	32	444	476	10	249	259	Chiapas
2020-04-07	18	151	169	8	137	145	Chihuahua
2020-04-08	19	144	163	6	130	136	Chihuahua
2020-04-09	20	145	165	8	128	136	Chihuahua
2020-04-10	18	148	166	10	131	141	Chihuahua
2020-04-11	14	145	159	13	122	135	Chihuahua
2020-04-12	17	158	175	12	120	132	Chihuahua
2020-04-13	40	158	198	14	123	137	Chihuahua
2020-04-14	37	158	195	14	112	126	Chihuahua
2020-04-15	37	158	195	15	106	121	Chihuahua
2020-04-16	38	159	197	15	109	124	Chihuahua
2020-04-17	41	248	289	16	120	136	Chihuahua
2020-04-18	40	252	292	16	130	146	Chihuahua
2020-04-19	42	254	296	16	131	147	Chihuahua
2020-04-20	45	318	363	16	143	159	Chihuahua
2020-04-21	42	335	377	17	596	613	Chihuahua
2020-04-22	45	418	463	20	205	225	Chihuahua
2020-04-23	44	427	471	20	212	232	Chihuahua
2020-04-24	44	483	527	21	210	231	Chihuahua
2020-04-25	44	614	658	17	197	214	Chihuahua
2020-04-26	41	620	661	18	227	245	Chihuahua
2020-04-27	45	625	670	20	247	267	Chihuahua
2020-04-28	68	624	692	21	185	206	Chihuahua
2020-04-29	150	608	758	21	184	205	Chihuahua
2020-04-30	171	571	742	8	173	181	Chihuahua
2020-05-01	197	617	814	12	186	198	Chihuahua
2020-05-02	193	620	813	15	187	202	Chihuahua
2020-05-03	227	623	850	16	197	213	Chihuahua
2020-05-04	200	606	806	14	208	222	Chihuahua
2020-05-05	201	618	819	9	194	203	Chihuahua
2020-05-06	214	626	840	12	193	205	Chihuahua
2020-05-07	230	626	856	12	188	200	Chihuahua
2020-05-08	195	630	825	22	193	215	Chihuahua
2020-05-09	198	630	828	26	169	195	Chihuahua
2020-05-10	185	634	819	32	158	190	Chihuahua
2020-05-11	170	633	803	33	152	185	Chihuahua
2020-05-12	168	638	806	31	158	189	Chihuahua
2020-05-13	165	618	783	31	161	192	Chihuahua
2020-05-14	178	617	795	29	167	196	Chihuahua
2020-05-15	180	619	799	32	163	195	Chihuahua
2020-05-16	162	623	785	43	158	201	Chihuahua
2020-05-17	157	623	780	46	168	214	Chihuahua
2020-05-18	144	624	768	44	166	210	Chihuahua
2020-05-19	195	674	869	45	183	228	Chihuahua
2020-05-20	201	676	877	43	185	228	Chihuahua
2020-05-21	207	625	832	47	166	213	Chihuahua
2020-05-22	214	668	882	45	181	226	Chihuahua
2020-05-23	146	605	751	44	133	177	Chihuahua
2020-05-24	190	645	835	56	180	236	Chihuahua
2020-05-25	195	687	882	59	175	234	Chihuahua
2020-05-26	209	687	896	61	188	249	Chihuahua
2020-05-27	193	639	832	57	176	233	Chihuahua
2020-05-28	195	702	897	54	180	234	Chihuahua
2020-05-29	217	739	956	53	185	238	Chihuahua
2020-05-30	213	753	966	58	191	249	Chihuahua
2020-05-31	212	708	920	51	187	238	Chihuahua
2020-06-01	158	656	814	35	143	178	Chihuahua
2020-06-02	207	599	806	54	176	230	Chihuahua
2020-06-03	210	562	772	54	187	241	Chihuahua
2020-06-04	193	566	759	58	190	248	Chihuahua
2020-06-05	187	560	747	64	189	253	Chihuahua
2020-06-06	178	566	744	66	183	249	Chihuahua
2020-06-07	176	553	729	67	174	241	Chihuahua
2020-06-08	172	573	745	62	176	238	Chihuahua
2020-06-09	187	603	790	63	196	259	Chihuahua
2020-06-10	170	588	758	65	189	254	Chihuahua
2020-06-11	170	617	787	62	192	254	Chihuahua
2020-06-12	163	593	756	60	203	263	Chihuahua
2020-06-13	156	621	777	63	206	269	Chihuahua
2020-06-14	153	598	751	63	200	263	Chihuahua
2020-06-15	167	608	775	60	200	260	Chihuahua
2020-06-16	156	592	748	60	199	259	Chihuahua
2020-06-17	137	621	758	53	199	252	Chihuahua
2020-06-18	143	623	766	52	194	246	Chihuahua
2020-06-19	162	661	823	49	199	248	Chihuahua
2020-06-20	127	573	700	35	172	207	Chihuahua
2020-06-21	162	684	846	43	212	255	Chihuahua
2020-06-22	186	680	866	43	216	259	Chihuahua
2020-06-23	153	663	816	38	203	241	Chihuahua
2020-06-24	163	682	845	36	215	251	Chihuahua
2020-06-25	151	672	823	39	201	240	Chihuahua
2020-06-26	162	647	809	37	196	233	Chihuahua
2020-06-27	181	681	862	42	196	238	Chihuahua
2020-06-28	173	668	841	44	192	236	Chihuahua
2020-06-29	186	663	849	39	186	225	Chihuahua
2020-06-30	183	666	849	41	194	235	Chihuahua
2020-07-01	171	666	837	46	185	231	Chihuahua
2020-07-02	181	702	883	37	193	230	Chihuahua
2020-07-03	219	753	972	38	202	240	Chihuahua
2020-07-04	204	757	961	43	186	229	Chihuahua
2020-07-05	192	767	959	40	202	242	Chihuahua
2020-07-06	206	758	964	44	199	243	Chihuahua
2020-07-07	204	775	979	38	209	247	Chihuahua
2020-07-08	196	780	976	43	208	251	Chihuahua
2020-07-09	193	771	964	41	208	249	Chihuahua
2020-07-10	194	754	948	51	203	254	Chihuahua
2020-07-11	167	633	800	44	159	203	Chihuahua
2020-07-12	201	763	964	48	206	254	Chihuahua
2020-07-13	208	754	962	47	205	252	Chihuahua
2020-07-14	217	742	959	45	197	242	Chihuahua
2020-07-15	220	744	964	49	198	247	Chihuahua
2020-07-16	208	753	961	50	194	244	Chihuahua
2020-07-17	202	753	955	55	194	249	Chihuahua
2020-07-18	200	765	965	60	194	254	Chihuahua
2020-07-19	185	735	920	63	203	266	Chihuahua
2020-07-20	185	734	919	60	180	240	Chihuahua
2020-07-21	179	682	861	57	195	252	Chihuahua
2020-07-22	206	656	862	60	188	248	Chihuahua
2020-07-23	205	676	881	54	189	243	Chihuahua
2020-07-24	213	678	891	50	193	243	Chihuahua
2020-07-25	210	661	871	53	193	246	Chihuahua
2020-07-26	209	684	893	62	184	246	Chihuahua
2020-07-27	198	691	889	64	183	247	Chihuahua
2020-07-28	197	688	885	65	194	259	Chihuahua
2020-07-29	202	629	831	61	187	248	Chihuahua
2020-07-30	188	667	855	53	203	256	Chihuahua
2020-07-31	230	652	882	53	207	260	Chihuahua
2020-08-01	214	673	887	52	207	259	Chihuahua
2020-08-02	213	668	881	55	212	267	Chihuahua
2020-08-03	200	658	858	60	216	276	Chihuahua
2020-08-04	197	669	866	58	215	273	Chihuahua
2020-08-05	195	654	849	49	200	249	Chihuahua
2020-08-06	199	687	886	41	215	256	Chihuahua
2020-08-07	178	692	870	46	216	262	Chihuahua
2020-08-08	170	706	876	42	218	260	Chihuahua
2020-08-09	170	701	871	48	219	267	Chihuahua
2020-08-10	175	706	881	43	217	260	Chihuahua
2020-08-11	180	689	869	42	230	272	Chihuahua
2020-08-12	183	690	873	42	239	281	Chihuahua
2020-08-13	184	699	883	38	226	264	Chihuahua
2020-08-14	189	683	872	43	229	272	Chihuahua
2020-08-15	191	690	881	43	229	272	Chihuahua
2020-08-16	182	702	884	44	230	274	Chihuahua
2020-08-17	185	695	880	46	221	267	Chihuahua
2020-08-18	168	696	864	45	218	263	Chihuahua
2020-08-19	157	661	818	44	210	254	Chihuahua
2020-08-20	175	620	795	45	224	269	Chihuahua
2020-08-21	164	627	791	44	209	253	Chihuahua
2020-08-22	167	612	779	48	199	247	Chihuahua
2020-08-23	175	579	754	59	195	254	Chihuahua
2020-08-24	192	574	766	57	198	255	Chihuahua
2020-08-25	193	596	789	53	206	259	Chihuahua
2020-08-26	176	585	761	45	178	223	Chihuahua
2020-08-27	201	592	793	53	198	251	Chihuahua
2020-08-28	195	593	788	55	205	260	Chihuahua
2020-08-29	202	596	798	53	203	256	Chihuahua
2020-08-30	207	566	773	40	194	234	Chihuahua
2020-08-31	205	571	776	45	187	232	Chihuahua
2020-09-01	208	602	810	52	195	247	Chihuahua
2020-09-02	195	601	796	52	192	244	Chihuahua
2020-09-03	188	584	772	50	197	247	Chihuahua
2020-09-04	196	608	804	49	193	242	Chihuahua
2020-09-05	202	607	809	46	197	243	Chihuahua
2020-09-06	213	552	765	48	191	239	Chihuahua
2020-04-01	89	0	89	52	27	79	Ciudad de México
2020-04-02	121	0	121	59	39	98	Ciudad de México
2020-04-03	129	166	295	25	43	68	Ciudad de México
2020-04-04	280	337	617	47	82	129	Ciudad de México
2020-04-05	269	327	596	74	84	158	Ciudad de México
2020-04-06	246	304	550	73	83	156	Ciudad de México
2020-04-07	521	860	1,381	119	551	670	Ciudad de México
2020-04-08	455	683	1,138	109	511	620	Ciudad de México
2020-04-09	486	698	1,184	138	351	489	Ciudad de México
2020-04-10	366	750	1,116	107	347	454	Ciudad de México
2020-04-11	555	1000	1,555	166	375	541	Ciudad de México
2020-04-12	621	834	1,455	132	394	526	Ciudad de México
2020-04-13	594	909	1,503	153	392	545	Ciudad de México
2020-04-14	510	836	1,346	197	407	604	Ciudad de México
2020-04-15	508	806	1,314	201	430	631	Ciudad de México
2020-04-16	579	837	1,416	145	440	585	Ciudad de México
2020-04-17	611	946	1,557	225	435	660	Ciudad de México
2020-04-18	691	972	1,663	228	434	662	Ciudad de México
2020-04-19	762	986	1,748	233	458	691	Ciudad de México
2020-04-20	698	855	1,553	121	438	559	Ciudad de México
2020-04-21	903	1008	1,911	289	565	854	Ciudad de México
2020-04-22	808	974	1,782	212	868	1,080	Ciudad de México
2020-04-23	984	840	1,824	261	848	1,109	Ciudad de México
2020-04-24	942	988	1,930	310	848	1,158	Ciudad de México
2020-04-25	931	1062	1,993	329	854	1,183	Ciudad de México
2020-04-26	1053	981	2,034	377	815	1,192	Ciudad de México
2020-04-27	1307	884	2,191	461	867	1,328	Ciudad de México
2020-04-28	1458	960	2,418	487	461	948	Ciudad de México
2020-04-29	1664	970	2,634	499	379	878	Ciudad de México
2020-04-30	1783	841	2,624	528	340	868	Ciudad de México
2020-05-01	2056	960	3,016	566	320	886	Ciudad de México
2020-05-02	2129	1109	3,238	551	388	939	Ciudad de México
2020-05-03	1925	856	2,781	570	362	932	Ciudad de México
2020-05-04	1951	803	2,754	524	374	898	Ciudad de México
2020-05-05	2179	870	3,049	588	413	1,001	Ciudad de México
2020-05-06	2234	973	3,207	611	350	961	Ciudad de México
2020-05-07	2263	784	3,047	583	351	934	Ciudad de México
2020-05-08	2487	929	3,416	637	434	1,071	Ciudad de México
2020-05-09	2510	888	3,398	584	348	932	Ciudad de México
2020-05-10	2337	861	3,198	577	330	907	Ciudad de México
2020-05-11	2757	1166	3,923	648	540	1,188	Ciudad de México
2020-05-12	2864	1222	4,086	691	527	1,218	Ciudad de México
2020-05-13	2777	1040	3,817	730	538	1,268	Ciudad de México
2020-05-14	2887	911	3,798	741	429	1,170	Ciudad de México
2020-05-15	3011	1117	4,128	705	557	1,262	Ciudad de México
2020-05-16	3026	899	3,925	749	343	1,092	Ciudad de México
2020-05-17	3055	927	3,982	741	389	1,130	Ciudad de México
2020-05-18	3057	1079	4,136	771	403	1,174	Ciudad de México
2020-05-19	3105	1182	4,287	773	508	1,281	Ciudad de México
2020-05-20	3021	1163	4,184	901	508	1,409	Ciudad de México
2020-05-21	3060	1204	4,264	870	531	1,401	Ciudad de México
2020-05-22	3035	1395	4,430	902	645	1,547	Ciudad de México
2020-05-23	2787	1117	3,904	824	410	1,234	Ciudad de México
2020-05-24	2701	1014	3,715	763	416	1,179	Ciudad de México
